"gid","rid","pid","fnm","lnm","htm","atm","dt","d","dc","g","rx","ry","lcx","lcy","dst","shtp","shza","shzb"
"0021400373",36,2365,"Chris","Andersen","MIA","UTA","2014-12-17","MISS Andersen 17' Jump Shot",1.276,-30.26,22.63,16.05,102,135,16,"JMP","RC","MR"
"0021400374",14,203082,"Terrence","Ross","TOR","BKN","2014-12-17","MISS Ross 14' Jump Shot",2.038,-31.397,5.667,12.292,138,9,13,"JMP","R","MR"
"0021400374",178,203561,"Brandon","Davies","TOR","BKN","2014-12-17","MISS Davies 8' Turnaround Jump Shot",1.397,-31.13,76.284,21.79,31,75,8,"TAJ","C","PNT"
"0021400374",387,2207,"Joe","Johnson","TOR","BKN","2014-12-17","MISS Johnson 17' Step Back Jump Shot",1.49,-31.223,12.604,41.355,-158,64,17,"SBJ","L","MR"
"0021400375",105,201168,"Tiago","Splitter","SAS","MEM","2014-12-17","MISS Splitter 13' Jump Shot",2.144,-31.666,18.825,18.907,59,121,13,"JMP","C","PNT"
"0021400375",141,201980,"Danny","Green","SAS","MEM","2014-12-17","MISS Green 26' 3PT Jump Shot",2.149,-30.32,30.855,15.462,138,216,25,"JMP","RC","AB3"
"0021400375",491,1713,"Vince","Carter","SAS","MEM","2014-12-17","MISS Carter 27' 3PT Jump Shot",2.099,-31.068,27.521,8.708,155,219,26,"JMP","RC","AB3"
"0021400376",201,203114,"Khris","Middleton","POR","MIL","2014-12-17","MISS Middleton 13' Running Jump Shot",1.16,-30.752,77.233,26.75,1,129,12,"RJ","C","PNT"
"0021400376",395,203114,"Khris","Middleton","POR","MIL","2014-12-17","MISS Middleton 10' Jump Shot",1.711,-31.051,17.2,24.21,12,97,9,"JMP","C","PNT"
"0021400376",401,203088,"Kendall","Marshall","POR","MIL","2014-12-17","MISS Marshall  3PT Jump Shot",1.539,-29.939,5.517,47.467,-224,6,22,"JMP","L","LC3"
"0021400377",607,101139,"CJ","Miles","LAC","IND","2014-12-17","MISS Miles 30' 3PT Jump Shot",1.624,-31.209,70.747,49.606,233,194,30,"JMP","RC","AB3"
"0021400378",394,201581,"JJ","Hickson","DEN","HOU","2014-12-17","MISS Hickson 6' Turnaround Jump Shot",1.282,-30.282,82.334,20.026,-45,44,6,"TAJ","C","PNT"
"0021400378",438,201568,"Danilo","Gallinari","DEN","HOU","2014-12-17","MISS Gallinari  3PT Jump Shot",1.609,-31.636,90.009,2.54,-232,7,23,"JMP","L","LC3"
"0021400378",83,202700,"Donatas","Motiejunas","DEN","HOU","2014-12-17","MISS Motiejunas 18' Jump Shot",1.556,-31.123,71.454,24.692,-30,178,18,"JMP","C","MR"
"0021400379",205,2200,"Pau","Gasol","CHI","NYK","2014-12-18","MISS Gasol 11' Jump Shot",1.565,-32.28,81.107,31.591,95,50,10,"JMP","R","MR"
"0021400380",176,203076,"Anthony","Davis","HOU","NOP","2014-12-18","MISS Davis 22' Jump Shot",2.298,-33.108,25.787,23.094,-13,216,21,"JMP","C","MR"
"0021400380",203,201583,"Ryan","Anderson","HOU","NOP","2014-12-18","MISS Anderson 25' 3PT Jump Shot",1.371,-30.991,18.608,4.626,189,167,25,"JMP","RC","AB3"
"0021400380",232,203085,"Austin","Rivers","HOU","NOP","2014-12-18","MISS Rivers 24' 3PT Jump Shot",1.028,-31.606,9.485,47.365,-237,22,23,"JMP","L","LC3"
"0021400381",210,201196,"Ramon","Sessions","SAC","MIL","2014-12-18","MISS Sessions 27' 3PT Jump Shot",1.206,-31.108,65.188,35.802,133,236,27,"JMP","RC","AB3"
"0021400381",511,202688,"Brandon","Knight","SAC","MIL","2014-12-18","MISS Knight 25' 3PT Jump Shot",1.588,-31.317,64.576,23.912,-21,254,25,"JMP","C","AB3"
"0021400382",37,203460,"Andre","Roberson","GSW","OKC","2014-12-18","MISS Roberson 25' 3PT Pullup Jump Shot",2.47,-30.51,79.311,46.539,206,146,25,"PUJ","RC","AB3"
"0021400382",491,201939,"Stephen","Curry","GSW","OKC","2014-12-18","MISS Curry 28' 3PT Jump Shot",1.066,-31.949,73.116,47.78,195,201,28,"JMP","RC","AB3"
"0021400383",110,203957,"Dante","Exum","ORL","UTA","2014-12-19","MISS Exum 20' Jump Shot",1.689,-32.074,84.524,2.188,-182,71,19,"JMP","L","MR"
"0021400383",149,203095,"Evan","Fournier","ORL","UTA","2014-12-19","MISS Fournier 19' Fadeaway Jumper",1.477,-28.637,20.156,19.103,75,179,19,"FDE","RC","MR"
"0021400383",454,202696,"Nikola","Vucevic","ORL","UTA","2014-12-19","MISS Vucevic 20' Jump Shot",1.375,-31.717,72.625,12.478,-92,175,19,"JMP","LC","MR"
"0021400384",231,203138,"Hollis","Thompson","PHI","CHA","2014-12-19","MISS Thompson 26' 3PT Jump Shot",2.124,-32.046,28.882,32.414,-147,216,26,"JMP","LC","AB3"
"0021400384",349,203100,"Tony","Wroten","PHI","CHA","2014-12-19","MISS Wroten 26' 3PT Jump Shot",1.83,-32.24,64.166,34.521,81,242,25,"JMP","RC","AB3"
"0021400385",369,2590,"Mo","Williams","BOS","MIN","2014-12-19","MISS Williams 19' Jump Shot",2.226,-31.14,16.308,12.86,102,156,18,"JMP","RC","MR"
"0021400385",90,101138,"Brandon","Bass","BOS","MIN","2014-12-19","MISS Bass 14' Jump Shot",1.526,-30.756,11.952,40.667,-139,34,14,"JMP","L","MR"
"0021400387",250,200768,"Kyle","Lowry","DET","TOR","2014-12-19","MISS Lowry 14' Jump Shot",1.619,-31.214,16.65,35.189,-122,58,13,"JMP","L","MR"
"0021400387",5,202685,"Jonas","Valanciunas","DET","TOR","2014-12-19","MISS Valanciunas 10' Jump Shot",1.779,-30.532,6.256,36.607,-97,12,9,"JMP","L","MR"
"0021400388",244,2548,"Dwyane","Wade","MIA","WAS","2014-12-19","MISS Wade 24' 3PT Jump Shot",1.536,-31.45,70.883,8.793,-164,175,23,"JMP","LC","AB3"
"0021400389",325,202347,"Quincy","Pondexter","MEM","CHI","2014-12-19","MISS Pondexter 25' 3PT Jump Shot",1.312,-32.328,25.429,11.649,122,222,25,"JMP","RC","AB3"
"0021400390",278,201980,"Danny","Green","SAS","POR","2014-12-19","MISS Green 19' Jump Shot",1.535,-32.076,71.879,36.612,146,121,18,"JMP","RC","MR"
"0021400390",4,201980,"Danny","Green","SAS","POR","2014-12-19","MISS Green 18' Jump Shot",1.498,-30.754,19.487,41.543,-158,82,17,"JMP","L","MR"
"0021400390",567,201980,"Danny","Green","SAS","POR","2014-12-19","MISS Green 8' Jump Shot",2.001,-31.898,78.082,25.113,21,80,8,"JMP","C","PNT"
"0021400390",58,200746,"LaMarcus","Aldridge","SAS","POR","2014-12-19","MISS Aldridge 14' Turnaround Jump Shot",1.476,-29.796,81.746,13.784,-127,63,14,"TAJ","L","MR"
"0021400390",602,202083,"Wesley","Matthews","SAS","POR","2014-12-19","MISS Matthews 24' 3PT Jump Shot",1.391,-32.001,29.816,32.431,-79,225,23,"JMP","LC","AB3"
"0021400390",95,201980,"Danny","Green","SAS","POR","2014-12-19","MISS Green 17' Jump Shot",1.32,-30.336,5.651,8.699,173,9,17,"JMP","R","MR"
"0021400390",97,2549,"Chris","Kaman","SAS","POR","2014-12-19","MISS Kaman 18' Jump Bank Shot",1.521,-31.09,76.78,38.725,155,86,17,"JBS","R","MR"
"0021400391",265,101108,"Chris","Paul","DEN","LAC","2014-12-19","MISS Paul 17' Jump Shot",1.289,-31.131,75.321,32.76,95,138,16,"JMP","RC","MR"
"0021400391",376,101126,"Nate","Robinson","DEN","LAC","2014-12-19","MISS Robinson 26' 3PT Jump Shot",1.518,-31.144,65.224,23.423,-5,261,26,"JMP","C","AB3"
"0021400391",509,201163,"Wilson","Chandler","DEN","LAC","2014-12-19","MISS Chandler 25' 3PT Jump Shot",1.263,-31.479,74.985,45.798,193,162,25,"JMP","RC","AB3"
"0021400392",131,201156,"Nick","Young","LAL","OKC","2014-12-19","MISS Young 21' Jump Shot",1.575,-31.353,24.796,11.474,88,195,21,"JMP","RC","MR"
"0021400392",189,977,"Kobe","Bryant","LAL","OKC","2014-12-19","MISS Bryant 25' 3PT Jump Shot",1.176,-30.407,29.714,21.844,92,236,25,"JMP","RC","AB3"
"0021400393",5,203458,"Alex","Len","NYK","PHX","2014-12-20","MISS Len 15' Jump Shot",1.066,-31.113,72.452,25.15,-8,149,14,"JMP","C","MR"
"0021400393",517,203501,"Tim","Hardaway Jr.","NYK","PHX","2014-12-20","MISS Hardaway Jr. 27' 3PT Jump Shot",1.823,-31.598,72.446,47.024,222,160,27,"JMP","RC","AB3"
"0021400393",77,201160,"Jason","Smith","NYK","PHX","2014-12-20","MISS Smith 19' Jump Shot",1.918,-32.128,22.415,29.416,-27,190,19,"JMP","C","MR"
"0021400393",99,201160,"Jason","Smith","NYK","PHX","2014-12-20","MISS Smith 11' Turnaround Fadeaway Shot",1.772,-32.089,5.269,11.252,105,9,10,"TFS","R","MR"
"0021400394",13,203076,"Anthony","Davis","NOP","POR","2014-12-20","MISS Davis 14' Jump Shot",1.233,-31.168,15.118,35.887,-93,104,13,"JMP","L","MR"
"0021400394",137,203459,"Allen","Crabbe","NOP","POR","2014-12-20","MISS Crabbe 20' Jump Shot",2.084,-31.59,77.02,8.632,-138,142,19,"JMP","LC","MR"
"0021400394",449,203893,"Russ","Smith","NOP","POR","2014-12-20","MISS Smith 26' 3PT Jump Shot",2.216,-32.053,65.998,32.419,75,249,26,"JMP","C","AB3"
"0021400396",59,2772,"Trevor","Ariza","HOU","ATL","2014-12-20","MISS Ariza  3PT Jump Shot",1.614,-29.954,88.151,3.681,-228,9,22,"JMP","L","LC3"
"0021400397",301,201158,"Marco","Belinelli","DAL","SAS","2014-12-20","MISS Belinelli 25' 3PT Jump Shot",1.243,-30.861,65.705,24.301,65,239,24,"JMP","C","AB3"
"0021400397",355,101145,"Monta","Ellis","DAL","SAS","2014-12-20","MISS Ellis 27' 3PT Jump Shot",1.541,-32.11,27.41,36.587,-166,211,26,"JMP","LC","AB3"
"0021400398",102,202388,"Donald","Sloan","DEN","IND","2014-12-20","MISS Sloan 25' 3PT Jump Shot",1.314,-31.238,26.188,37.22,-174,181,25,"JMP","LC","AB3"
"0021400398",241,2561,"David","West","DEN","IND","2014-12-20","MISS West 20' Jump Shot",1.265,-31.486,23.237,33.36,-101,167,19,"JMP","LC","MR"
"0021400398",6,201951,"Ty","Lawson","DEN","IND","2014-12-20","MISS Lawson 14' Jump Shot",1.315,-32.322,74.399,29.186,67,123,14,"JMP","C","PNT"
"0021400399",19,203948,"Johnny","O'Bryant III","LAC","MIL","2014-12-20","MISS O'Bryant 18' Jump Shot",1.386,-31.933,71.726,30.346,42,172,17,"JMP","C","MR"
"0021400399",269,202688,"Brandon","Knight","LAC","MIL","2014-12-20","MISS Knight 22' Jump Shot",2.269,-30.608,22.086,9.394,135,168,21,"JMP","RC","MR"
"0021400399",456,2037,"Jamal","Crawford","LAC","MIL","2014-12-20","MISS Crawford 25' 3PT Jump Shot",1.356,-31.074,70.709,8.174,-180,173,24,"JMP","LC","AB3"
"0021400400",201,201160,"Jason","Smith","TOR","NYK","2014-12-21","MISS Smith 19' Jump Shot",1.677,-33.537,86.605,42.407,189,26,19,"JMP","R","MR"
"0021400400",22,203082,"Terrence","Ross","TOR","NYK","2014-12-21","MISS Ross 24' 3PT Jump Shot",1.528,-31.81,24.934,10.909,108,214,23,"JMP","RC","AB3"
"0021400400",264,203143,"Pablo","Prigioni","TOR","NYK","2014-12-21","MISS Prigioni 40' 3PT Running Jump Shot",2.32,-33.107,54.561,6.799,-149,375,40,"RJ","LC","AB3"
"0021400401",145,2757,"Beno","Udrih","CLE","MEM","2014-12-21","MISS Udrih 17' Jump Shot",1.621,-31.407,23.258,24.618,-2,172,17,"JMP","C","MR"
"0021400401",197,201188,"Marc","Gasol","CLE","MEM","2014-12-21","MISS Gasol 25' 3PT Jump Shot",1.826,-32.167,28.726,28.459,-5,249,24,"JMP","C","AB3"
"0021400401",425,203079,"Dion","Waiters","CLE","MEM","2014-12-21","MISS Waiters 17' Turnaround Jump Shot",1.531,-32.851,14.525,40.418,-153,71,16,"TAJ","L","MR"
"0021400401",47,201144,"Mike","Conley","CLE","MEM","2014-12-21","MISS Conley 18' Jump Shot",1.468,-32.119,23.802,31.961,-78,160,17,"JMP","LC","MR"
"0021400402",139,201156,"Nick","Young","SAC","LAL","2014-12-21","MISS Young 25' 3PT Jump Shot",1.425,-31.566,22.653,42.273,-172,183,25,"JMP","LC","AB3"
"0021400402",553,203463,"Ben","McLemore","SAC","LAL","2014-12-21","MISS McLemore  3PT Jump Shot",1.904,-32.127,65.751,16.765,-231,15,23,"JMP","L","LC3"
"0021400402",56,977,"Kobe","Bryant","SAC","LAL","2014-12-21","MISS Bryant 19' Jump Shot",1.463,-31.614,6.916,43.524,-193,0,19,"JMP","L","MR"
"0021400403",430,201571,"D.J.","Augustin","BKN","DET","2014-12-21","MISS Augustin 24' 3PT Jump Shot",1.709,-30.935,24.782,40.335,-199,134,23,"JMP","LC","AB3"
"0021400403",508,201975,"Jodie","Meeks","BKN","DET","2014-12-21","MISS Meeks 25' 3PT Jump Shot",1.615,-31.405,28.722,16.517,91,230,24,"JMP","RC","AB3"
"0021400405",182,203100,"Tony","Wroten","ORL","PHI","2014-12-21","MISS Wroten 26' 3PT Jump Shot",1.205,-31.454,29.438,31.302,-116,235,26,"JMP","LC","AB3"
"0021400405",196,203506,"Victor","Oladipo","ORL","PHI","2014-12-21","MISS Oladipo 20' Pullup Jump Shot",1.265,-31.788,69.311,28.51,39,192,19,"PUJ","C","MR"
"0021400405",633,202699,"Tobias","Harris","ORL","PHI","2014-12-21","MISS Harris 25' 3PT Jump Shot",1.439,-30.744,26.104,13.258,89,233,24,"JMP","RC","AB3"
"0021400407",422,201978,"Chase","Budinger","MIN","IND","2014-12-21","MISS Budinger 26' 3PT Jump Shot",1.788,-32.591,67.366,38.136,154,213,26,"JMP","RC","AB3"
"0021400407",43,201228,"C.J.","Watson","MIN","IND","2014-12-21","MISS Watson 8' Running Jump Shot",1.423,-29.95,82.077,20.386,-34,75,8,"RJ","C","PNT"
"0021400407",63,101139,"CJ","Miles","MIN","IND","2014-12-21","MISS Miles 26' 3PT Jump Shot",1.254,-31.771,66.069,36.218,147,214,25,"JMP","RC","AB3"
"0021400408",142,202704,"Reggie","Jackson","OKC","NOP","2014-12-21","MISS Jackson 25' 3PT Jump Shot",1.418,-32.278,25.752,10.708,86,235,25,"JMP","RC","AB3"
"0021400408",305,203460,"Andre","Roberson","OKC","NOP","2014-12-21","MISS Roberson  3PT Jump Shot",1.246,-31.795,87.792,47.344,230,12,23,"JMP","R","RC3"
"0021400408",360,202704,"Reggie","Jackson","OKC","NOP","2014-12-21","MISS Jackson 14' Turnaround Jump Shot",1.366,-31.218,75.37,20.161,-13,135,13,"TAJ","C","PNT"
"0021400409",316,202702,"Kenneth","Faried","CHA","DEN","2014-12-22","MISS Faried 24' 3PT Jump Shot",1.789,-31.532,7.579,48.577,-239,14,23,"JMP","L","LC3"
"0021400409",493,202087,"Alonzo","Gee","CHA","DEN","2014-12-22","MISS Gee 16' Step Back Jump Shot",1.009,-32.765,5.5,40.515,-158,31,16,"SBJ","L","MR"
"0021400410",135,202349,"Greivis","Vasquez","CHI","TOR","2014-12-22","MISS Vasquez  3PT Jump Shot",1.598,-31.491,3.69,2.622,233,0,23,"JMP","R","RC3"
"0021400410",287,202335,"Patrick","Patterson","CHI","TOR","2014-12-22","MISS Patterson 16' Fadeaway Jumper",1.483,-31.262,5.614,8.707,154,19,15,"FDE","R","MR"
"0021400411",4,202083,"Wesley","Matthews","HOU","POR","2014-12-22","MISS Matthews 16' Jump Shot",2.014,-31.672,89.807,43.505,160,0,16,"JMP","R","MR"
"0021400411",476,2772,"Trevor","Ariza","HOU","POR","2014-12-22","MISS Ariza 25' 3PT Jump Shot",1.574,-32.023,72.724,42.19,155,192,24,"JMP","RC","AB3"
"0021400411",505,203081,"Damian","Lillard","HOU","POR","2014-12-22","MISS Lillard 26' 3PT Jump Shot",1.805,-31.582,25.665,6.12,138,216,25,"JMP","RC","AB3"
"0021400412",274,201188,"Marc","Gasol","MEM","UTA","2014-12-22","MISS Gasol 6' Turnaround Fadeaway Shot",1.496,-30.091,83.845,17.374,-52,36,6,"TFS","C","PNT"
"0021400413",115,201960,"DeMarre","Carroll","DAL","ATL","2014-12-22","MISS Carroll 24' 3PT Jump Shot",1.984,-31.145,19.847,6.214,160,183,24,"JMP","RC","AB3"
"0021400413",22,201143,"Al","Horford","DAL","ATL","2014-12-22","MISS Horford 21' Jump Shot",1.151,-30.868,8.29,47.898,-207,23,20,"JMP","L","MR"
"0021400413",574,101111,"Charlie","Villanueva","DAL","ATL","2014-12-22","MISS Villanueva  3PT Jump Shot",0.481,-31.437,20.411,43.332,-228,22,22,"JMP","L","LC3"
"0021400415",21,202326,"DeMarcus","Cousins","GSW","SAC","2014-12-22","MISS Cousins 13' Step Back Jump Shot",2.523,-34.232,89.85,11.647,-133,19,13,"SBJ","L","MR"
"0021400416",112,203952,"Andrew","Wiggins","CLE","MIN","2014-12-23","MISS Wiggins 7' Driving Jump Shot",0.398,-29.695,5.847,16.633,42,50,6,"DJS","C","PNT"
"0021400416",279,2544,"LeBron","James","CLE","MIN","2014-12-23","MISS James 25' 3PT Jump Shot",0.988,-32.534,28.952,22.478,-5,252,25,"JMP","C","AB3"
"0021400416",52,201152,"Thaddeus","Young","CLE","MIN","2014-12-23","MISS Young 15' Fadeaway Jumper",1.445,-31.961,73.367,34.046,124,89,15,"FDE","R","MR"
"0021400416",594,203521,"Matthew","Dellavedova","CLE","MIN","2014-12-23","MISS Dellavedova 9' Jump Shot",1.335,-30.484,75.245,21.621,7,86,8,"JMP","C","PNT"
"0021400417",18,203076,"Anthony","Davis","IND","NOP","2014-12-23","MISS Davis 16' Jump Shot",1.19,-32.268,15.634,39.003,-116,115,16,"JMP","LC","MR"
"0021400418",156,203901,"Elfrid","Payton","ORL","BOS","2014-12-23","MISS Payton  3PT Jump Shot",1.49,-30.702,7.685,2.862,225,12,22,"JMP","R","RC3"
"0021400418",259,203096,"Jared","Sullinger","ORL","BOS","2014-12-23","MISS Sullinger 26' 3PT Jump Shot",1.22,-31.079,72.779,5.649,-157,206,25,"JMP","LC","AB3"
"0021400418",406,203109,"Jae","Crowder","ORL","BOS","2014-12-23","MISS Crowder  3PT Jump Shot",1.985,-31.204,6.223,3.348,234,-14,23,"JMP","R","RC3"
"0021400418",462,203506,"Victor","Oladipo","ORL","BOS","2014-12-23","MISS Oladipo  3PT Jump Shot",2.249,-30.309,88.386,2.37,-232,19,23,"JMP","L","LC3"
"0021400419",16,2399,"Mike","Dunleavy","WAS","CHI","2014-12-23","MISS Dunleavy 28' 3PT Jump Shot",1.581,-30.263,63.701,19.004,-64,269,27,"JMP","C","AB3"
"0021400419",402,2446,"Rasual","Butler","WAS","CHI","2014-12-23","MISS Butler 19' Jump Shot",1.896,-30.84,71.257,29.649,86,164,18,"JMP","RC","MR"
"0021400419",74,202710,"Jimmy","Butler","WAS","CHI","2014-12-23","MISS Butler 21' Jump Shot",1.638,-31.203,69.438,34.686,116,175,20,"JMP","RC","MR"
"0021400419",82,2403,"Nene","Hilario","WAS","CHI","2014-12-23","MISS Nene 16' Jump Shot",1.381,-30.243,17.64,12.361,103,121,15,"JMP","R","MR"
"0021400420",283,200794,"Paul","Millsap","ATL","LAC","2014-12-23","MISS Millsap 24' 3PT Jump Shot",1.289,-31.607,22.361,43.354,-179,165,24,"JMP","LC","AB3"
"0021400422",256,203909,"KJ","McDaniels","MIA","PHI","2014-12-23","MISS McDaniels 25' 3PT Jump Shot",1.321,-32.239,26.643,11.502,110,225,25,"JMP","RC","AB3"
"0021400422",295,201601,"Luc","Mbah a Moute","MIA","PHI","2014-12-23","MISS Mbah a Moute 19' Jump Shot",1.384,-30.541,87.476,44.143,193,11,19,"JMP","R","MR"
"0021400422",424,203156,"Henry","Sims","MIA","PHI","2014-12-23","MISS Sims 25' 3PT Jump Shot",1.337,-31.567,64.862,32.417,160,198,25,"JMP","RC","AB3"
"0021400423",22,202688,"Brandon","Knight","MIL","CHA","2014-12-23","MISS Knight 24' 3PT Jump Shot",1.709,-32.025,66.449,18.866,-120,211,24,"JMP","LC","AB3"
"0021400424",315,200746,"LaMarcus","Aldridge","OKC","POR","2014-12-23","MISS Aldridge 12' Jump Shot",1.138,-33.178,90.486,38.204,122,1,12,"JMP","R","MR"
"0021400424",38,200746,"LaMarcus","Aldridge","OKC","POR","2014-12-23","MISS Aldridge 13' Jump Shot",1.518,-31.324,5.87,37.358,-125,34,12,"JMP","L","MR"
"0021400424",567,201566,"Russell","Westbrook","OKC","POR","2014-12-23","MISS Westbrook 25' 3PT Jump Shot",1.541,-31.88,24.554,11.346,65,238,24,"JMP","C","AB3"
"0021400426",18,202325,"Wesley","Johnson","LAL","GSW","2014-12-23","MISS W. Johnson 21' Jump Shot",1.553,-31.827,27.481,28.351,-8,214,21,"JMP","C","MR"
"0021400426",446,201575,"Brandon","Rush","LAL","GSW","2014-12-23","MISS Rush 28' 3PT Jump Shot",1.346,-31.257,30.676,14.692,151,236,28,"JMP","RC","AB3"
"0021400427",236,2546,"Carmelo","Anthony","NYK","WAS","2014-12-25","MISS Anthony 18' Jump Shot",1.438,-32.72,8.885,44.141,-175,36,17,"JMP","L","MR"
"0021400428",140,203103,"Perry","Jones III","SAS","OKC","2014-12-25","MISS Jones 6' Jump Shot",1.821,-32.231,80.651,19.226,-43,45,6,"JMP","C","PNT"
"0021400430",17,202325,"Wesley","Johnson","CHI","LAL","2014-12-25","MISS W. Johnson 21' Turnaround Jump Shot",1.358,-31.766,16.258,9.665,143,151,20,"TAJ","RC","MR"
"0021400430",493,201166,"Aaron","Brooks","CHI","LAL","2014-12-25","MISS Brooks 18' Jump Shot",1.54,-31.743,18.821,38.632,-149,93,17,"JMP","L","MR"
"0021400432",269,201145,"Jeff","Green","BOS","BKN","2014-12-26","MISS Green 26' 3PT Jump Shot",1.431,-31.936,65.293,32.899,124,227,25,"JMP","RC","AB3"
"0021400433",180,203521,"Matthew","Dellavedova","ORL","CLE","2014-12-26","MISS Dellavedova  3PT Jump Shot",1.248,-32.228,7.537,47.096,-232,22,23,"JMP","L","LC3"
"0021400434",114,203114,"Khris","Middleton","ATL","MIL","2014-12-26","MISS Middleton 19' Turnaround Jump Shot",1.343,-29.207,10.169,9.749,182,37,18,"TAJ","R","MR"
"0021400434",264,202688,"Brandon","Knight","ATL","MIL","2014-12-26","MISS Knight 26' 3PT Jump Shot",1.476,-31.889,63.926,29.562,40,252,25,"JMP","C","AB3"
"0021400435",505,203484,"Kentavious","Caldwell-Pope","DET","IND","2014-12-26","MISS Caldwell-Pope 20' Jump Shot",1.107,-31.592,66.509,32.652,129,159,20,"JMP","RC","MR"
"0021400436",370,201147,"Corey","Brewer","MEM","HOU","2014-12-26","MISS Brewer 26' 3PT Jump Shot",0.982,-32.46,70.504,40.305,143,220,26,"JMP","RC","AB3"
"0021400436",427,2746,"Josh","Smith","MEM","HOU","2014-12-26","MISS Smith 25' 3PT Jump Shot",1.296,-31.762,69.36,9.523,-133,214,25,"JMP","LC","AB3"
"0021400436",475,201147,"Corey","Brewer","MEM","HOU","2014-12-26","MISS Brewer 13' Pullup Jump Shot",1.63,-31.898,74.691,23.583,9,127,12,"PUJ","C","PNT"
"0021400437",333,203076,"Anthony","Davis","NOP","SAS","2014-12-26","MISS Davis 14' Jump Shot",1.804,-31.792,16.989,12.257,106,89,13,"JMP","R","MR"
"0021400437",87,203076,"Anthony","Davis","NOP","SAS","2014-12-26","MISS Davis 17' Jump Shot",1.464,-31.642,76.225,9.254,-142,85,16,"JMP","L","MR"
"0021400438",354,203103,"Perry","Jones III","OKC","CHA","2014-12-26","MISS Jones 15' Turnaround Jump Shot",1.201,-31.264,12.801,39.28,-133,77,15,"TAJ","L","MR"
"0021400438",533,203106,"Jeffery","Taylor","OKC","CHA","2014-12-26","MISS Taylor 24' 3PT Jump Shot",1.219,-32.441,77.521,4.163,-183,157,24,"JMP","LC","AB3"
"0021400439",43,202325,"Wesley","Johnson","DAL","LAL","2014-12-26","MISS W. Johnson 24' 3PT Jump Shot",1.177,-33.388,80.497,47.29,231,45,23,"JMP","R","RC3"
"0021400440",195,203461,"Anthony","Bennett","DEN","MIN","2014-12-26","MISS Bennett 19' Jump Shot",1.924,-31.544,68.626,16.397,-79,175,19,"JMP","LC","MR"
"0021400440",263,203952,"Andrew","Wiggins","DEN","MIN","2014-12-26","MISS Wiggins 17' Jump Shot",1.819,-31.449,70.5,27.392,43,167,17,"JMP","C","MR"
"0021400442",481,201609,"Goran","Dragic","SAC","PHX","2014-12-26","MISS Dragic  3PT Jump Shot",0.326,-31.577,89.568,46.865,233,12,23,"JMP","R","RC3"
"0021400442",505,202738,"Isaiah","Thomas","SAC","PHX","2014-12-26","MISS Thomas 19' Jump Shot",2.136,-32.115,70.858,15.412,-68,175,18,"JMP","LC","MR"
"0021400443",376,101150,"Lou","Williams","LAC","TOR","2014-12-27","MISS Williams 28' 3PT Jump Shot",1.528,-32.309,31.902,22.97,32,276,27,"JMP","C","AB3"
"0021400443",410,203493,"Reggie","Bullock","LAC","TOR","2014-12-27","MISS Bullock  3PT Jump Shot",0.71,-31.933,89.271,46.51,234,-5,23,"JMP","R","RC3"
"0021400444",115,203798,"PJ","Hairston","CHA","ORL","2014-12-27","MISS Hairston 24' 3PT Jump Shot",1.173,-31.171,87.31,48.299,236,19,23,"JMP","R","RC3"
"0021400444",412,202699,"Tobias","Harris","CHA","ORL","2014-12-27","MISS Harris 15' Jump Shot",1.723,-31.138,76.353,12.765,-108,102,14,"JMP","L","MR"
"0021400445",275,2403,"Nene","Hilario","WAS","BOS","2014-12-27","MISS Nene 12' Jump Shot",2.34,-31.475,20.919,28.897,-64,96,11,"JMP","L","PNT"
"0021400447",169,203076,"Anthony","Davis","CHI","NOP","2014-12-27","MISS Davis 15' Jump Shot",1.334,-31.107,80.339,11.3,-150,36,15,"JMP","L","MR"
